"AAD_BASIC_EDU (1d0f309f-fdf9-4b2a-9ae7-9c48b91f1426)
AAD_PREMIUM (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
AAD_PREMIUM_P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998)
ADALLOM_S_DISCOVERY (932ad362-64a8-4783-9106-97849a1a30b9)
DYN365_CDS_O365_P3 (28b0fa46-c39a-4188-89e2-58e979a6b014)
EducationAnalyticsP1 (a9b86446-fa4e-498f-a92a-41b447e03337)
EXCHANGE_S_ENTERPRISE (efb87545-963c-4e0d-99df-69c6916d9eb0)
Content_Explorer (d9fa6af4-e046-4c89-9226-729a0786685d)
MIP_S_CLP1 (5136a095-5cf0-4aff-bec3-e84448b38ea5)
INTUNE_EDU (da24caf9-af8e-485c-b7c8-e73336da2693)
OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38)
MTP (bf28f719-7844-4079-9c78-c1307898e192)
RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
MFA_PREMIUM (8a256a2b-b617-496d-b51b-e76466e88db0)
ADALLOM_S_STANDALONE (2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2)
ATA (14ab5db5-e6c4-4b20-b4bc-13e36fd2227f)
ATP_ENTERPRISE (f20fedf3-f3c3-43c3-8267-2bfdd51c0939)
THREAT_INTELLIGENCE (8e0c0a52-6a6c-4d40-8370-dd62790dcd70)
OFFICE_FORMS_PLAN_2 (9b5de886-f035-4ff2-b3d8-c9127bea3620)
INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
KAIZALA_STANDALONE (0898bdbb-73b0-471a-81e5-20f1fe4dd66e)
PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9)
MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff)
Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
STREAM_O365_E3 (9e700747-8b1d-45e5-ab8d-ef187ceec156)
TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
MINECRAFT_EDUCATION_EDITION (4c246bbc-f513-4311-beff-eba54c353256)
INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
ADALLOM_S_O365 (8c098270-9dd4-4350-9b30-ba4703f3b36b)
SAFEDOCS (bf6f5520-59e3-4f82-974b-7dbbc4fd27c7)
SHAREPOINTWAC_EDU (e03c7e47-402c-463c-ab25-949079bedb21)
POWERAPPS_O365_P2 (c68f8d98-5534-41c8-bf36-22fa496fa792)
FLOW_O365_P2 (76846ad7-7776-4c40-a281-a386362dd1b9)
PROJECT_O365_P3 (b21a6b06-1988-436e-a07b-51ec6d9f52ad)
SCHOOL_DATA_SYNC_P2 (500b6a2a-7a50-4f40-b5f9-160e5b8c2f48)
SHAREPOINTENTERPRISE_EDU (63038b2c-28d0-45f6-bc36-33062963b498)
MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
BPOS_S_TODO_2 (c87f142c-d1e9-4363-8630-aaea9c4d9ae5)
UNIVERSAL_PRINT_NO_SEEDING (b67adbaf-a096-42c9-967e-5a84edbe0086)
WHITEBOARD_PLAN3 (4a51bca5-1eff-43f5-878c-177680f191af)
Virtualization Rights for Windows 10 (E3/E5+VDA) (e7c91390-7625-45be-94e0-e16907e03118)
YAMMER_EDU (2078e8df-cff6-4290-98cb-5408261a760a)","Azure Active Directory Basic for EDU (1d0f309f-fdf9-4b2a-9ae7-9c48b91f1426)
Azure Active Directory Premium P1 (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
Azure Active Directory Premium P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998)
Cloud App Security Discovery (932ad362-64a8-4783-9106-97849a1a30b9)
Common Data Service - O365 P3 (28b0fa46-c39a-4188-89e2-58e979a6b014)
Education Analytics (a9b86446-fa4e-498f-a92a-41b447e03337)
Exchange Online (Plan 2) (efb87545-963c-4e0d-99df-69c6916d9eb0)
Information Protection and Governance Analytics – Premium (d9fa6af4-e046-4c89-9226-729a0786685d)
Information Protection for Office 365 – Standard (5136a095-5cf0-4aff-bec3-e84448b38ea5)
Intune for Education (da24caf9-af8e-485c-b7c8-e73336da2693)
Microsoft 365 Apps for enterprise (43de0ff5-c92c-492b-9116-175376d08c38)
Microsoft 365 Defender (bf28f719-7844-4079-9c78-c1307898e192)
Microsoft Azure Active Directory Rights (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
Microsoft Azure Multi-Factor Authentication (8a256a2b-b617-496d-b51b-e76466e88db0)
Microsoft Cloud App Security (2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2)
Microsoft Defender for Identity (14ab5db5-e6c4-4b20-b4bc-13e36fd2227f)
Microsoft Defender for Office 365 (Plan 1) (f20fedf3-f3c3-43c3-8267-2bfdd51c0939)
Microsoft Defender for Office 365 (Plan 2) (8e0c0a52-6a6c-4d40-8370-dd62790dcd70)
Microsoft Forms (Plan 2) (9b5de886-f035-4ff2-b3d8-c9127bea3620)
Microsoft Intune (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
Microsoft Kaizala (0898bdbb-73b0-471a-81e5-20f1fe4dd66e)
Microsoft Planner (b737dad2-2f6c-4c65-90e3-ca563267e8b9)
Microsoft Search (94065c59-bc8e-4e8b-89e5-5138d471eaff)
Microsoft StaffHub (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
Microsoft Stream for O365 E3 SKU (9e700747-8b1d-45e5-ab8d-ef187ceec156)
Microsoft Teams (57ff2da0-773e-42df-b2af-ffb7a2317929)
Minecraft Education Edition (4c246bbc-f513-4311-beff-eba54c353256)
Mobile Device Management for Office 365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
Office 365 Advanced Security Management (8c098270-9dd4-4350-9b30-ba4703f3b36b)
Office 365 SafeDocs (bf6f5520-59e3-4f82-974b-7dbbc4fd27c7)
Office for the web (Education) (e03c7e47-402c-463c-ab25-949079bedb21)
Power Apps for Office 365 (c68f8d98-5534-41c8-bf36-22fa496fa792)
Power Automate for Office 365 (76846ad7-7776-4c40-a281-a386362dd1b9)
Project for Office (Plan E5) (b21a6b06-1988-436e-a07b-51ec6d9f52ad)
School Data Sync (Plan 2) (500b6a2a-7a50-4f40-b5f9-160e5b8c2f48)
SharePoint Plan 2 for EDU (63038b2c-28d0-45f6-bc36-33062963b498)
Skype for Business Online (Plan 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
Sway (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
To-Do (Plan 2) (c87f142c-d1e9-4363-8630-aaea9c4d9ae5)
Universal Print Without Seeding (b67adbaf-a096-42c9-967e-5a84edbe0086)
Whiteboard (Plan 3) (4a51bca5-1eff-43f5-878c-177680f191af)
Windows 10 Enterprise (New) (e7c91390-7625-45be-94e0-e16907e03118)
Yammer for Academic (2078e8df-cff6-4290-98cb-5408261a760a)"
"AAD_BASIC_EDU (1d0f309f-fdf9-4b2a-9ae7-9c48b91f1426)
AAD_PREMIUM (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
AAD_PREMIUM_P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998)
DYN365_CDS_O365_P3 (28b0fa46-c39a-4188-89e2-58e979a6b014)
EducationAnalyticsP1 (a9b86446-fa4e-498f-a92a-41b447e03337)
EXCHANGE_S_ENTERPRISE (efb87545-963c-4e0d-99df-69c6916d9eb0)
Content_Explorer (d9fa6af4-e046-4c89-9226-729a0786685d)
MIP_S_CLP1 (5136a095-5cf0-4aff-bec3-e84448b38ea5)
INTUNE_EDU (da24caf9-af8e-485c-b7c8-e73336da2693)
OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38)
MTP (bf28f719-7844-4079-9c78-c1307898e192)
RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
MFA_PREMIUM (8a256a2b-b617-496d-b51b-e76466e88db0)
ADALLOM_S_STANDALONE (2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2)
ATA (14ab5db5-e6c4-4b20-b4bc-13e36fd2227f)
ATP_ENTERPRISE (f20fedf3-f3c3-43c3-8267-2bfdd51c0939)
THREAT_INTELLIGENCE (8e0c0a52-6a6c-4d40-8370-dd62790dcd70)
OFFICE_FORMS_PLAN_2 (9b5de886-f035-4ff2-b3d8-c9127bea3620)
INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
KAIZALA_STANDALONE (0898bdbb-73b0-471a-81e5-20f1fe4dd66e)
PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9)
MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff)
Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
STREAM_O365_E3 (9e700747-8b1d-45e5-ab8d-ef187ceec156)
TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
MINECRAFT_EDUCATION_EDITION (4c246bbc-f513-4311-beff-eba54c353256)
INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
ADALLOM_S_O365 (8c098270-9dd4-4350-9b30-ba4703f3b36b)
SAFEDOCS (bf6f5520-59e3-4f82-974b-7dbbc4fd27c7)
SHAREPOINTWAC_EDU (e03c7e47-402c-463c-ab25-949079bedb21)
POWERAPPS_O365_P2 (c68f8d98-5534-41c8-bf36-22fa496fa792)
FLOW_O365_P2 (76846ad7-7776-4c40-a281-a386362dd1b9)
PROJECT_O365_P3 (b21a6b06-1988-436e-a07b-51ec6d9f52ad)
SCHOOL_DATA_SYNC_P2 (500b6a2a-7a50-4f40-b5f9-160e5b8c2f48)
SHAREPOINTENTERPRISE_EDU (63038b2c-28d0-45f6-bc36-33062963b498)
MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
BPOS_S_TODO_2 (c87f142c-d1e9-4363-8630-aaea9c4d9ae5)
UNIVERSAL_PRINT_NO_SEEDING (b67adbaf-a096-42c9-967e-5a84edbe0086)
WHITEBOARD_PLAN3 (4a51bca5-1eff-43f5-878c-177680f191af)
Virtualization Rights for Windows 10 (E3/E5+VDA) (e7c91390-7625-45be-94e0-e16907e03118)
YAMMER_EDU (2078e8df-cff6-4290-98cb-5408261a760a)","Azure Active Directory Basic for EDU (1d0f309f-fdf9-4b2a-9ae7-9c48b91f1426)
Azure Active Directory Premium P1 (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
Azure Active Directory Premium P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998)
Common Data Service - O365 P3 (28b0fa46-c39a-4188-89e2-58e979a6b014)
Education Analytics (a9b86446-fa4e-498f-a92a-41b447e03337)
Exchange Online (Plan 2) (efb87545-963c-4e0d-99df-69c6916d9eb0)
Information Protection and Governance Analytics - Premium) (d9fa6af4-e046-4c89-9226-729a0786685d)
Information Protection for Office 365 – Standard (5136a095-5cf0-4aff-bec3-e84448b38ea5)
Intune for Education (da24caf9-af8e-485c-b7c8-e73336da2693)
Microsoft 365 Apps for enterprise (43de0ff5-c92c-492b-9116-175376d08c38)
Microsoft 365 Defender (bf28f719-7844-4079-9c78-c1307898e192)
Microsoft Azure Active Directory Rights (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
Microsoft Azure Multi-Factor Authentication (8a256a2b-b617-496d-b51b-e76466e88db0)
Microsoft Cloud App Security (2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2)
Microsoft Defender for Identity (14ab5db5-e6c4-4b20-b4bc-13e36fd2227f)
Microsoft Defender for Office 365 (Plan 1) (f20fedf3-f3c3-43c3-8267-2bfdd51c0939)
Microsoft Defender for Office 365 (Plan 2) (8e0c0a52-6a6c-4d40-8370-dd62790dcd70)
Microsoft Forms (Plan 2) (9b5de886-f035-4ff2-b3d8-c9127bea3620)
Microsoft Intune (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
Microsoft Kaizala (0898bdbb-73b0-471a-81e5-20f1fe4dd66e)
Microsoft Planner (b737dad2-2f6c-4c65-90e3-ca563267e8b9)
Microsoft Search (94065c59-bc8e-4e8b-89e5-5138d471eaff)
Microsoft StaffHub (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
Microsoft Stream for O365 E3 SKU (9e700747-8b1d-45e5-ab8d-ef187ceec156)
Microsoft Teams (57ff2da0-773e-42df-b2af-ffb7a2317929)
Minecraft Education Edition (4c246bbc-f513-4311-beff-eba54c353256)
Mobile Device Management for Office 365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
Office 365 Advanced Security Management (8c098270-9dd4-4350-9b30-ba4703f3b36b)
Office 365 SafeDocs (bf6f5520-59e3-4f82-974b-7dbbc4fd27c7)
Office for the web (Education) (e03c7e47-402c-463c-ab25-949079bedb21)
Power Apps for Office 365 (c68f8d98-5534-41c8-bf36-22fa496fa792)
Power Automate for Office 365 (76846ad7-7776-4c40-a281-a386362dd1b9)
Project for Office (Plan E5) (b21a6b06-1988-436e-a07b-51ec6d9f52ad)
School Data Sync (Plan 2) (500b6a2a-7a50-4f40-b5f9-160e5b8c2f48)
SharePoint Plan 2 for EDU (63038b2c-28d0-45f6-bc36-33062963b498)
Skype for Business Online (Plan 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
Sway (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
To-Do (Plan 2) (c87f142c-d1e9-4363-8630-aaea9c4d9ae5)
Universal Print Without Seeding (b67adbaf-a096-42c9-967e-5a84edbe0086)
Whiteboard (Plan 3) (4a51bca5-1eff-43f5-878c-177680f191af)
Windows 10 Enterprise (New) (e7c91390-7625-45be-94e0-e16907e03118)
Yammer for Academic (2078e8df-cff6-4290-98cb-5408261a760a)"
"FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344)
OFFICE_BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1)
ONEDRIVESTANDARD (13696edf-5a08-49f6-8134-03083ed8ba30)
SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)","MICROSOFT FORMS (PLAN E1) (159f4cd6-e380-449f-a816-af1a9ef76344)
OFFICE 365 BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1)
ONEDRIVESTANDARD (13696edf-5a08-49f6-8134-03083ed8ba30)
OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)"
"FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344)
OFFICE_BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1)
ONEDRIVESTANDARD (13696edf-5a08-49f6-8134-03083ed8ba30)
SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)","MICROSOFT FORMS (PLAN E1) (159f4cd6-e380-449f-a816-af1a9ef76344)
OFFICE 365 BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1)
ONEDRIVESTANDARD (13696edf-5a08-49f6-8134-03083ed8ba30)
OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)"
"EXCHANGE_S_FOUNDATION (113feb6c-3fe4-4440-bddc-54d774bf0318)
OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38)
FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344)
MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff)
INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
ONEDRIVESTANDARD (13696edf-5a08-49f6-8134-03083ed8ba30)
SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
WHITEBOARD_PLAN2 (94a54592-cd8b-425e-87c6-97868b000b91)
EXCHANGE_S_FOUNDATION (113feb6c-3fe4-4440-bddc-54d774bf0318)
OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38)
ONEDRIVESTANDARD (13696edf-5a08-49f6-8134-03083ed8ba30)","Exchange Foundation (113feb6c-3fe4-4440-bddc-54d774bf0318)
Microsoft 365 Apps for enterprise (43de0ff5-c92c-492b-9116-175376d08c38)
Microsoft Forms (Plan E1) (159f4cd6-e380-449f-a816-af1a9ef76344)
Microsoft Search (94065c59-bc8e-4e8b-89e5-5138d471eaff)
Mobile Device Management for Office 365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
Office for the Web (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
OneDrive for Business (Plan 1) (13696edf-5a08-49f6-8134-03083ed8ba30)
Sway (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
Whiteboard (Plan 2) (94a54592-cd8b-425e-87c6-97868b000b91)
Exchange Foundation (113feb6c-3fe4-4440-bddc-54d774bf0318)
Microsoft 365 Apps for enterprise (43de0ff5-c92c-492b-9116-175376d08c38)
OneDrive for Business (Plan 1) (13696edf-5a08-49f6-8134-03083ed8ba30)"
OFFICE_PROPLUS_DEVICE (3c994f28-87d5-4273-b07a-eb6190852599),Microsoft 365 Apps for Enterprise (Device) (3c994f28-87d5-4273-b07a-eb6190852599)
"EXCHANGE_S_FOUNDATION (113feb6c-3fe4-4440-bddc-54d774bf0318)
OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38)
RMS_S_BASIC (31cf2cfc-6b0d-4adc-a336-88b724ed8122)
OFFICE_FORMS_PLAN_2 (9b5de886-f035-4ff2-b3d8-c9127bea3620)
MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff)
INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
SHAREPOINTWAC_EDU (e03c7e47-402c-463c-ab25-949079bedb21)
ONEDRIVESTANDARD (13696edf-5a08-49f6-8134-03083ed8ba30)
SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
WHITEBOARD_PLAN2 (94a54592-cd8b-425e-87c6-97868b000b91)","Exchange Foundation (113feb6c-3fe4-4440-bddc-54d774bf0318)
Microsoft 365 Apps for Enterprise (43de0ff5-c92c-492b-9116-175376d08c38)
Microsoft Azure Rights Management Service (31cf2cfc-6b0d-4adc-a336-88b724ed8122)
Microsoft Forms (Plan 2) (9b5de886-f035-4ff2-b3d8-c9127bea3620)
Microsoft Search (94065c59-bc8e-4e8b-89e5-5138d471eaff)
Mobile Device Management for Office 365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
Office for the Web for Education (e03c7e47-402c-463c-ab25-949079bedb21)
OneDrive for Business (Plan 1) (13696edf-5a08-49f6-8134-03083ed8ba30)
Sway (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
Whiteboard (Plan 2) (94a54592-cd8b-425e-87c6-97868b000b91)"
"EXCHANGE_S_FOUNDATION (113feb6c-3fe4-4440-bddc-54d774bf0318)
OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38)
OFFICE_FORMS_PLAN_2 (9b5de886-f035-4ff2-b3d8-c9127bea3620)
MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff)
INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
SHAREPOINTWAC_EDU (e03c7e47-402c-463c-ab25-949079bedb21)
ONEDRIVESTANDARD (13696edf-5a08-49f6-8134-03083ed8ba30)
SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
WHITEBOARD_PLAN2 (94a54592-cd8b-425e-87c6-97868b000b91)
RMS_S_BASIC (31cf2cfc-6b0d-4adc-a336-88b724ed8122)","Exchange Foundation (113feb6c-3fe4-4440-bddc-54d774bf0318)
Microsoft 365 Apps for Enterprise (43de0ff5-c92c-492b-9116-175376d08c38)
Microsoft Forms (Plan 2) (9b5de886-f035-4ff2-b3d8-c9127bea3620)
Microsoft Search (94065c59-bc8e-4e8b-89e5-5138d471eaff)
Mobile Device Management for Office 365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
Office for the Web for Education (e03c7e47-402c-463c-ab25-949079bedb21)
OneDrive for Business (Plan 1) (13696edf-5a08-49f6-8134-03083ed8ba30)
Sway (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
Whiteboard (Plan 2) (94a54592-cd8b-425e-87c6-97868b000b91
Microsoft Azure Rights Management Service (31cf2cfc-6b0d-4adc-a336-88b724ed8122)"
"EXCHANGE_FOUNDATION_GOV (922ba911-5694-4e99-a794-73aed9bfeec8)
MCOMEETADV_GOV (f544b08d-1645-4287-82de-8d91f37c02a1)","EXCHANGE FOUNDATION FOR GOVERNMENT (922ba911-5694-4e99-a794-73aed9bfeec8)
MICROSOFT 365 AUDIO CONFERENCING FOR GOVERNMENT (f544b08d-1645-4287-82de-8d91f37c02a1)"
"BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c)
EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c)
FLOW_O365_P1 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4)
FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344)
MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
OFFICEMOBILE_SUBSCRIPTION (c63d4d19-e8cb-460e-b37c-4d6c34603745)
POWERAPPS_O365_P1 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c)
PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9)
SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1)
SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653)","To-Do (Plan 1) (5e62787c-c316-451f-b873-1d05acd4d12c)
EXCHANGE ONLINE (PLAN 1) (9aaf7827-d63c-4b61-89c3-182f06f82e5c)
FLOW FOR OFFICE 365 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4)
MICROSOFT FORMS (PLAN E1) (159f4cd6-e380-449f-a816-af1a9ef76344)
SKYPE FOR BUSINESS ONLINE (PLAN 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
OFFICEMOBILE_SUBSCRIPTION (c63d4d19-e8cb-460e-b37c-4d6c34603745)
POWERAPPS FOR OFFICE 365 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c)
MICROSOFT PLANNER(b737dad2-2f6c-4c65-90e3-ca563267e8b9)
SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1)
OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653)"
"BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c)
EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c)
FLOW_O365_P1 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4)
FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344)
MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
OFFICEMOBILE_SUBSCRIPTION (c63d4d19-e8cb-460e-b37c-4d6c34603745)
POWERAPPS_O365_P1 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c)
PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9)
SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1)
SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
YAMMER_MIDSIZE (41bf139a-4e60-409f-9346-a1361efc6dfb)","TO-DO (PLAN 1) (5e62787c-c316-451f-b873-1d05acd4d12c)
EXCHANGE ONLINE (PLAN 1) (9aaf7827-d63c-4b61-89c3-182f06f82e5c)
FLOW FOR OFFICE 365 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4)
MICROSOFT FORMS (PLAN E1) (159f4cd6-e380-449f-a816-af1a9ef76344)
SKYPE FOR BUSINESS ONLINE (PLAN 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
OFFICEMOBILE_SUBSCRIPTION (c63d4d19-e8cb-460e-b37c-4d6c34603745)
POWERAPPS FOR OFFICE 365 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c)
MICROSOFT PLANNER(b737dad2-2f6c-4c65-90e3-ca563267e8b9)
SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1)
OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
YAMMER MIDSIZE (41bf139a-4e60-409f-9346-a1361efc6dfb)"
